m	328	325	0	0	0	0	5s	100	1	11506
m	324	448	0	0	0	0	5s	100	1	11506
m	412	449	0	0	0	0	5s	100	1	11506
m	415	322	0	0	0	0	5s	100	1	11506
m	368	322	0	0	0	0	5s	100	1	11506
m	325	371	0	0	0	0	5s	100	1	11506
m	411	371	0	0	0	0	5s	100	1	11506
m	413	415	0	0	0	0	5s	100	1	11506
m	413	415	0	0	0	0	5s	100	1	11506
m	326	415	0	0	0	0	5s	100	1	11506

m	345	346	0	0	0	0	5s	100	1	11505
m	390	340	0	0	0	0	5s	100	1	11505
m	368	366	0	0	0	0	5s	100	1	11505
m	345	392	0	0	0	0	5s	100	1	11505
m	390	386	0	0	0	0	5s	100	1	11505
m	369	408	0	0	0	0	5s	100	1	11505
m	389	429	0	0	0	0	5s	100	1	11505
m	344	427	0	0	0	0	5s	100	1	11505

m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
m	368	388	0	0	0	0	5s	100	1	5001
